text;label
"O escopo deste projeto consiste no desenvolvimento de um ambiente de testes ideal para validação da nova tecnologia Wi-Fi 7. Para isso, faz parte a criação de um ambiente RvR (Rate vs Range), que consiste em utilizar-se duas pequenas câmaras de isolamento de RF, ou câmaras anecóicas para sinais eletromagnéticos, e um conjunto de atenuadores de sinais de radiofrequência, que possibilitará a execução de testes para simular o distanciamento entre dois dispositivos e que irá auxiliar nas validações da nova tecnologia. Para essas validações, se faz necessária a criação de novos casos de testes para Wi-Fi considerando a tecnologia Wi-Fi 7 e também a automatização destes casos de testes para a otimização dos processos de execução do time.Desenvolvimento de um ambiente de testes ideal para validação da nova tecnologia Wi-Fi 7, assim como as funcionalidades associadas ao Wi-Fi em telefones da Motorola. 

A frequente evolução da tecnologia de conectividade Wi-Fi traz consigo benefícios e desafios para seus utilizadores. No contexto dos telefones da Motorola, o uso embarcado desta tecnologia possibilita o uso de algoritmos cada vez mais sofisticados que trazem maior rapidez, comodidade e segurança aos seus usuários, mas aumenta a complexidade das atividades de validação e garantia de qualidade desta tecnologia. 

No ano de 2024 será oficialmente lançada a mais nova versão da tecnologia, denominada Wi-Fi 7 (802.11be) que proporcionará um aumento na taxa de dados, nova faixa de frequência de operação, uma nova modulação de sinal, aumento do tamanho do canal e da quantidade de conexões simultâneas (Multi-Link Operation).";Inteligência Artificial
"O objetivo deste projeto é evoluir o sistema de Pre Activation Kill Switch (PAKS) da Motorola através da implementação de funcionalidades de software que permitirão aprimorar o planejamento, a operação e a manutenção da solução de bloqueio remoto de smartphones, além de garantir a segurança, integridade e eficiência do sistema.
As funcionalidades previstas para evolução são listadas abaixo e detalhadas na sequência.
- Módulo de adiamento do registro de financiamento;
- Suporte ao Device Lock Controller DLC 2.0;
- Implementação dos requisitos e políticas de compatibilidade do Android, para o funcionamento na plataforma Android 15;
- Desenvolvimento de uma solução de bloqueio para consumidor final;O PAKS é uma inovação nos smartphones Motorola, introduzindo um sistema que permite o bloqueio do aparelho celular nos casos de roubo de carga e  financiamento de celular. No caso de roubo de cargas, grandes varejistas de eletroeletrônicos podem utilizar o PAKS para bloquear os celulares da carga que foi roubada. Empresas que financiam a compra de celulares, utilizam o PAKS como solução de bloqueio para os casos de inadimplência. Apesar de não minimizar os prejuízos diretamente, o PAKS desencoraja o furto visto que, após o dispositivo ser bloqueado, ele se tornará completamente inutilizável. Em outro enfoque, no cenário de financiamento, o funcionamento do PAKS irá assegurar que o processo de financiamento ocorra conforme planejado, sendo apenas concluído quando a financiadora desejar. Ambos são cenários comuns ao PAKS e podem ser explorados por fraudadores com o intuito de burlar o procedimento habitual, gerando um dispendioso custo à empresa no caso de brechas.";Integração de Sistemas
Desenvolvimento de soluções de software embarcado para a Motorola. O objetivo principal é fornecer soluções personalizadas de provisionamento e geração de papel de parede que atendam às necessidades específicas dos usuários finais e operadoras em diversas regiões geográficas nos celulares da Motorola. A versão do Sistema Operacional (Android) customizado para a Motorola deve ser capaz de permitir a configuração e gerenciamento remoto de dispositivo, estar adequado aos requisitos regulamentares regionais e/ou operadora e permitir soluções de bloqueio para a operadora. Além disso, deve conceder acesso privilegiado a determinadas funcionalidades do sistema operacional para aplicativos de Experiência Motorola, como o Moto LiveWallpaper. Através desse acesso, torna-se possível utilizar recursos específicos em dispositivos Motorola.Desenvolvimento de soluções de software embarcado para a Motorola. O objetivo principal é fornecer soluções personalizadas de provisionamento e geração de papel de parede que atendam às necessidades específicas dos usuários finais e operadoras em diversas regiões geográficas nos celulares da Motorola. A versão do Sistema Operacional (Android) customizado para a Motorola deve ser capaz de permitir a configuração e gerenciamento remoto de dispositivo, estar adequado aos requisitos regulamentares regionais e/ou operadora e permitir soluções de bloqueio para a operadora. Além disso, deve conceder acesso privilegiado a determinadas funcionalidades do sistema operacional para aplicativos de Experiência Motorola, como o Moto LiveWallpaper. Através desse acesso, torna-se possível utilizar recursos específicos em dispositivos Motorola.;Integração de Sistemas
O projeto Intelligence Loyalty e Rewards (LNR) visa desenvolver uma aplicação WEB para um novo programa de fidelidade com o objetivo de fortalecer o relacionamento e engajamento comercial com os clientes. O programa oferecerá recompensas e benefícios aos clientes que compram suprimentos da EPSON.O projeto Intelligence Loyalty e Rewards (LNR) visa desenvolver uma aplicação WEB para um novo programa de fidelidade com o objetivo de fortalecer o relacionamento e engajamento comercial com os clientes. O programa oferecerá recompensas e benefícios aos clientes que compram suprimentos da EPSON.;Inteligência Artificial
"Este projeto visa criar uma plataforma digital inovadora que melhore a experiência do usuário na criação de audiolivros narrados com vozes artificiais neurais em português brasileiro. Por meio da utilização de técnicas avançadas de Inteligência Artificial, a VOLYO se habilitará a prover ao mercado uma ferramenta que permita a autores, editores, empresas, sistemas de ensino, ONGs, e entidades governamentais superar os desafios associados à produção de conteúdo em áudio longo. Com foco em simplificar a criação de audiolivros de alta qualidade, mesmo para aqueles sem experiência, a plataforma da VOLYO facilitará a preparação de textos para conversão em audiolivro, seleção da voz ideal, gravação, e edição ou correção de trechos, culminando em um audiolivro final pronto para distribuição.Este projeto visa criar uma plataforma digital inovadora que melhore a experiência do usuário na criação de audiolivros narrados com vozes artificiais neurais em português brasileiro. Por meio da utilização de técnicas avançadas de Inteligência Artificial, a VOLYO se habilitará a prover ao mercado uma ferramenta que permita a autores, editores, empresas, sistemas de ensino, ONGs, e entidades governamentais superar os desafios associados à produção de conteúdo em áudio longo. Com foco em simplificar a criação de audiolivros de alta qualidade, mesmo para aqueles sem experiência, a plataforma da VOLYO facilitará a preparação de textos para conversão em audiolivro, seleção da voz ideal, gravação, e edição ou correção de trechos, culminando em um audiolivro final pronto para distribuição.

Com a implementação dessas ferramentas, a VOLYO busca reafirmar sua posição como líder no mercado brasileiro de produção de audiolivros com uso de inteligência artificial. Posicionando-se na vanguarda da inovação, a empresa visa democratizar o acesso à tecnologia de transformação de textos em áudio, destacando- se pela facilidade de uso da plataforma, assistência na preparação do manuscrito para transformação em áudio, e um compromisso com a entrega de resultados confiáveis criando assim uma cultura inclusiva onde pessoas de vários nichos e níveis educacionais possam usar a IA para narrar seus textos.";Inteligência Artificial
Desenvolver uma solução inovadora com base em ciência da dados para gestão de entrevistas de desligamento que através de dados e informações estruturadas possa gerar insights e indicadores de retenção para as organizações clientes da Numera. A solução permitirá Redução de vieses, Aumento da taxa de adesão às entrevistas, Economia de tempo do RH das empresas, insights profundos e Customização para o negócio.O projeto tem como objetivo desenvolver uma solução inovadora com base em ciência da dados para gestão de entrevistas de desligamento que através de dados e informações estruturadas possa gerar insights e indicadores de retenção para as organizações clientes da Numera. A solução permitirá Redução de vieses, Aumento da taxa de adesão às entrevistas, Economia de tempo do RH das empresas, insights profundos e Customização para o negócio.;Inteligência Artificial
Pesquisa e desenvolvimento de uma infraestrutura de Inteligência Artificial (IA) capaz de fornecer facilidades para o processo de identificação e extração automática de informações dos documentos.Pesquisa e desenvolvimento de uma infraestrutura de Inteligência Artificial (IA) capaz de fornecer facilidades para o processo de identificação e extração automática de informações dos documentos.;Inteligência Artificial
Avaliar processos dentro de uma esfera de logística reversa e avaliar como a tecnologia de conectividade pode ajudar a adicionar ainda mais valor à cadeia de suprimento do ramo de negócios da logística.O projeto tem o objetivo de avaliar processos dentro de uma esfera de logística reversa e avaliar como a tecnologia de conectividade pode ajudar a adicionar ainda mais valor à cadeia de suprimento do ramo de negócios da logística.;Inteligência Artificial
Projeto de Pesquisa e Desenvolvimento com foco em Ciência de Dados e Inteligência Artificial para a criação de modelos de dados que visem otimizar os cuidados preditivos primários dos caminhões, permitindo antecipar ações que evitem a quebra do veículo ou perda de valor, bem como aumentar a sua disponibilidade, melhorar seu escore e o seu valor de revenda.Projeto de Pesquisa e Desenvolvimento com foco em Ciência de Dados e Inteligência Artificial para a criação de modelos de dados que visem otimizar os cuidados preditivos primários dos caminhões,  permitindo antecipar ações que evitem a quebra do veículo ou perda de valor, bem como aumentar a sua disponibilidade, melhorar seu escore e o seu valor de revenda.;Inteligência Artificial
"Desenvolvimento de plataforma para Atabaque que visa integrar diversas necessidades do artista independente, garantindo de forma simples proteções legais atualmente negligenciadas; integrando BI e análise de resultados; identificando receitas em diversos níveis de forma simples e garantindo transparência em toda a cadeia. Com a implementação desta plataforma, a Atabaque busca reafirmar sua posição como player relevante na indústria da música. A inovação proposta neste projeto reflete o compromisso contínuo da Atabaque em democratizar com transparência o acesso a receitas e dados e organizar o catálogo dos artistas e selos independentes de forma simplificada, auxiliando na tomada de decisões.Com o ARM, a Atabaque desenvolverá tecnologia para que artistas e selos independentes possam ter autonomia para lidar com questões burocráticas, criativas, analíticas e técnicas de forma simples e integrada.
A Atabaque irá escalar uma plataforma que visa integrar diversas necessidades do artista independente, garantindo de forma simples proteções legais atualmente negligenciadas; integrando BI e análise de resultados; identificando receitas em diversos níveis de forma simples e garantindo transparência em toda a cadeia.
Com a implementação desta plataforma, a Atabaque busca reafirmar sua posição como player relevante na indústria da música. A inovação proposta neste projeto reflete o compromisso contínuo da Atabaque em democratizar com  transparência o acesso a receitas e dados e organizar o catálogo dos artistas e selos independentes  de forma simplificada, auxiliando na tomada de decisões.";Integração de Sistemas
Desenvolvimento da solução Web-Client Cloud multiplataforma de forma a criar a interface com usuário para uso do fluxo de criação da Gennie bem como integrar os “Agentes” e os serviços “LLMs” existentes na solução.Plataforma de GenAI que acelera em +10x o time-to-market para lançar ou evoluir produtos, serviços ou novos negócios em grandes e médias empresas.;Integração de Sistemas
"O projeto tem como objetivo principal o desenvolvimento e a implementação de duas soluções tecnológicas inovadoras para a partir dos desafios seguintes desafios:
- Desafio 1 - Carbon: Transformação Digital do Inventário de Carbono
- Desafio 2 - Assistente Virtual: Assistente virtual baseado em Inteligência Artificial GenerativaO ambiente empresarial atual está cada vez mais orientado para práticas de sustentabilidade e governança ambiental, social e corporativa (ESG). Empresas de todos os setores estão sob crescente pressão de investidores, reguladores e consumidores para demonstrar o compromisso com a responsabilidade ambiental e social. Nesse cenário, a medição e gestão de emissões de carbono, bem como a orientação estratégica para práticas ESG, tornaram-se centrais para a competitividade e a sobrevivência das organizações. Em parceria com o CESAR, a ESG Now busca focar em dois desafios inovadores: a Transformação Digital do Inventário de Carbono e o Assistente Virtual baseado em Inteligência Artificial Generativa (IA Gen).";Inteligência Artificial
"Este projeto visa criar um MVP de uma plataforma digital inovadora que transforme a experiência do planejador financeiro, Wealth Planner, na escolha e contratação de seguros que melhor atendam seu cliente.Este projeto visa criar um MVP de uma plataforma digital inovadora que transforme a experiência do planejador financeiro, Wealth Planner, na escolha e contratação de seguros que melhor atendam seu cliente. Por meio da utilização de técnicas avançadas de Inteligência Artificial, a ED Seguros se habilitará a prover ao mercado uma ferramenta que permita superar os desafios associados à complexidade e falta de transparência no mercado de seguros. Com foco em simplificar o processo de contratação de seguros de alta qualidade, a plataforma da ED Seguros facilitará a análise personalizada das necessidades dos clientes, a realização de leilões invertidos de proteções, e a seleção das melhores coberturas ao menor custo, culminando na apresentação de propostas de seguros prontas para contratação.
Com a implementação dessas ferramentas, a ED Seguros busca reafirmar sua posição como líder no mercado brasileiro de seguros utilizando inteligência artificial. Posicionando-se na vanguarda da inovação, a empresa visa democratizar o acesso à tecnologia de análise e seleção de seguros, destacando-se pela facilidade de uso da plataforma, assistência na personalização das coberturas, e um compromisso com a entrega de resultados confiáveis, criando assim uma cultura de transparência e eficiência onde os planejadores financeiros, wealth planner, possam usar a IA para encontrar as proteções que melhor atendam as necessidades de seus clientes.";Inteligência Artificial
Este projeto tem como objetivo desenvolver uma ferramenta inovadora, posicionando a bebook na vanguarda do uso de recursos de IA no setor hoteleiro. Pretendemos criar uma infraestrutura de dados robusta que possibilite a implementação de diversas funcionalidades de inteligência de negócios. Essas funcionalidades serão disponibilizadas ao usuário final de forma intuitiva e acessível através da GABI – Generative Artificial bebook Intelligence, uma assistente virtual que será responsável por garantir uma experiência amigável e eficiente.Para aumentar a eficiência operacional da bebook, este projeto pretende desenvolver, com o uso de IA, uma infraestrutura e ferramentas que habilitem uma interface conversacional inteligente. Essa interface terá a capacidade de resumir sugestões de ações e fornecer insights valiosos na operação hoteleira, auxiliando a bebook a se posicionar como uma solução de Revenue Management as a Service. A solução final será capaz de fornecer o onboarding automatizado, a sugestão de tarifas com aprendizado por reforço, a PoC da interface conversacional e a geração de insights comerciais.;Inteligência Artificial
"Realizar pesquisa e desenvolvimento para a segunda fase do projeto IA (Fase 2), para extração de cláusulas. Este projeto visa prover uma infraestrutura de Inteligência Artificial (IA) capaz de fornecer facilidades para o processo de cadastramento de documentos, identificando e extraindo informações básicas requeridas neste processo, fornecidas hoje manualmente pelos usuários. Na Fase 1, desenvolvida pelo CESAR entre julho e novembro/24, foram mapeados e identificados nos documentos armazenados no Portal da Qualisoft , os Termos mais comuns, segmentados por tipo de documento, através do uso de tecnologias de Machine Learning e Processamento de Linguagens Naturais (NLP).
O objetivo para a Fase 2 é, com base na infraestrutura de IA construída na fase 1, agregar um serviço para Extração de Cláusulas, Anexos, bem como, a construção de uma API que retorne informações específicas solicitadas pelo usuário.Realizar pesquisa e desenvolvimento para a segunda fase do projeto IA (Fase 2), para extração de cláusulas. Este projeto visa prover uma infraestrutura de Inteligência Artificial (IA) capaz de fornecer facilidades para o processo de cadastramento de documentos, identificando e extraindo informações básicas requeridas neste processo, fornecidas hoje manualmente pelos usuários. Na Fase 1, desenvolvida pelo CESAR entre julho e novembro/24, foram mapeados e identificados nos documentos armazenados no Portal da Qualisoft , os Termos mais comuns, segmentados por tipo de documento, através do uso de tecnologias de Machine Learning e Processamento de Linguagens Naturais (NLP).
O objetivo para a Fase 2 é, com base na infraestrutura de IA construída na fase 1, agregar um serviço para Extração de Cláusulas, Anexos, bem como, a construção de uma API que retorne informações específicas solicitadas pelo usuário.";Inteligência Artificial
O projeto tem como objetivo a automatização do sistema de gestão da manutenção para suporte à tomada de decisão com relação à manutenção de equipamento e estudos de inteligência artificial para futuras evoluções.Automatização do sistema de gestão da manutenção para suporte à tomada de decisão com relação à manutenção de equipamento e estudos de inteligência artificial para futuras evoluções.;Inteligência Artificial
Realizar a fase 2025 do projeto de desenvolvimento do portal web MFi Certification Hub (MCH) que fornece as funcionalidades para toda a submissão e acompanhamento do processo de certificação de produtos conectados no ecossistema da Empresa. Neste portal temos as definições das especificações dos produtos a serem certificados, a definição dos tipos de testes necessários para submissão e aprovação da Empresa, envio de protótipos e resultados dos testes para auditoria em laboratórios terceirizados e revisão final. O portal dá acesso às especificações técnicas e recursos necessários para criar acessórios que se comunicam com dispositivos da Empresa usando tecnologias e componentes MFi.Fase 2025 do projeto de desenvolvimento do portal web MFi Certification Hub (MCH) que fornece as funcionalidades para toda a submissão e acompanhamento do processo de certificação de produtos conectados no ecossistema da Empresa. Neste portal temos as definições das especificações dos produtos a serem certificados, a definição dos tipos de testes necessários para submissão e aprovação da Empresa, envio de protótipos e resultados dos testes para auditoria em laboratórios terceirizados e revisão final. O portal dá acesso às especificações técnicas e recursos necessários para criar acessórios que se comunicam com dispositivos da Empresa usando tecnologias e componentes MFi.;Integração de Sistemas
Realizar a fase 2025 do projeto que tem como objetivo o desenvolvimento de uma ferramenta que a Empresa fornece aos fabricantes de acessórios para desenvolver, testar e certificar seus acessórios, chamada de ATS (Accessory Test System) . O ATS tem a capacidade de analisar a comunicação entre acessórios e dispositivos fabricados pela Empresa, proporcionando uma visão detalhada do conteúdo do tráfego. Atualmente, o ATS suporta diversos protocolos de comunicação, mas a ferramenta precisa ser continuamente atualizada acompanhando a evolução dos protocolos atuais e a criação de novos protocolos de comunicação.Fase 2025 do projeto de desenvolvimento de uma ferramenta que a Empresa fornece aos fabricantes de acessórios para desenvolver, testar e certificar seus acessórios, chamada de ATS (Accessory Test System) . O ATS tem a capacidade de analisar a comunicação entre acessórios e dispositivos fabricados pela Empresa, proporcionando uma visão detalhada do conteúdo do tráfego. Atualmente, o ATS suporta diversos protocolos de comunicação, mas a ferramenta precisa ser continuamente atualizada acompanhando a evolução dos protocolos atuais e a criação de novos protocolos de comunicação.;Integração de Sistemas
Realizar a fase 2025 do projeto que tem como objetivo o desenvolvimento de ferramentas de suporte ao processo de certificação de dispositivos e sistemas de automação residencial cujos fabricantes queiram obter a chancela da Empresa para o seus produtos e assim demonstrar para consumidores e outros fabricantes a conformidade dos mesmos tanto com o padrão Matter quanto com suas extensões proprietárias.Fase 2025 do projeto de desenvolvimento de ferramentas de suporte ao processo de certificação de dispositivos e sistemas de automação residencial cujos fabricantes queiram obter a chancela da Empresa para o seus produtos e assim demonstrar para consumidores e outros fabricantes a conformidade dos mesmos tanto com o padrão Matter quanto com suas extensões proprietárias.;Integração de Sistemas
Planejar, sintetizar e desenvolver estudos não clínicos de eficácia e segurança de nucleosídeos/tídeos inovadores contra o SARS-CoV-2Planejar, sintetizar e desenvolver estudos não clínicos de eficácia e segurança de nucleosídeos/tídeos inovadores contra o SARS-CoV-2;Química
Este projeto busca realizar ensaios de eficácia, farmacocinética e segurança necessários para o desenvolvimento de um medicamento fitoterápico neuroprotetor a partir do óleo de Sesamum indicum (gergelim preto) para o tratamento de doenças agudas e crônicas degenerativas que acometem o sistema nervoso central.Este projeto busca realizar ensaios de eficácia, farmacocinética e segurança necessários para o desenvolvimento de um medicamento fitoterápico neuroprotetor a partir do óleo de Sesamum indicum (gergelim preto) para o tratamento de doenças agudas e crônicas degenerativas que acometem o sistema nervoso central.;Biotecnologia
Este projeto busca selecionar plantas medicinais com potencial ação imunomoduladora, anti-inflamatória e/ou de modulação da microbiota intestinal, suportado por evidências científicas robustas, para produzir extratos padronizados compostos por diferentes substâncias ativas a fim de validar sua eficácia e segurança pré-clínica no tratamento das doenças inflamatórias intestinais. Após a seleção das espécies a serem utilizadas no presente projeto, serão produzidos extratos pilotos (aquoso ou hidroalcoólico) padronizados para avaliação inicial das suas eficácias no tratamento dessas doenças inflamatórias. Após a seleção das escpécies a serem estudadas, será produzido extrato em quantidade suficiente para a condução dos demais estudos não clínicos de eficácia, mecanismo de ação, famacocinética e segurança, a fim de obter um dossiê cientificamente robusto para embasar os estudos clínicos posteriores.Este projeto busca selecionar plantas medicinais com potencial ação imunomoduladora, anti-inflamatória e/ou de modulação da microbiota intestinal, suportado por evidências científicas robustas, para produzir extratos padronizados compostos por diferentes substâncias ativas a fim de validar sua eficácia e segurança pré-clínica no tratamento das doenças inflamatórias intestinais. Após a seleção das espécies a serem utilizadas no presente projeto, serão produzidos extratos pilotos (aquoso ou hidroalcoólico) padronizados para avaliação inicial das suas eficácias no tratamento dessas doenças inflamatórias. Após a seleção das escpécies a serem estudadas, será produzido extrato em quantidade suficiente para a condução dos demais estudos não clínicos de eficácia, mecanismo de ação, famacocinética e segurança, a fim de obter um dossiê cientificamente robusto para embasar os estudos clínicos posteriores.;Biotecnologia
"Simular as etapas do processo de fabricação das caixas acopladas a partir da etapa de esmaltação até a etapa de queima; pesquisar e desenvolver um protótipo de sistema automatizado para executar as etapas de limpeza da borda da caixa acoplada; aluminação da tampa da caixa acoplada e aplicação de logomarca na tampa das caixas; pesquisar e desenvolver um protótipo de um sistema piloto de transporte para integrar as etapas de esmaltação à queima. Não existe uma solução pronta no mercado. Atualmente existe soluções similares para outros produtos da empresa, porém até o momento não conseguiram replicar para esta linha de produção em pesquisaDesenvolver sistema piloto para automatizar as etapas de raspagem/limpeza da tampa de caixas acopladas.";Automação e Robótica
"Pesquisar e desenvolver um dispositivo (protótipo) para realizar o encostamento de carga (alumina); pesquisar e desenvolver um sistema de identificação de chama na região de deposição da alumina no forno; pesquisar e desenvolver a integração do sistema automático ao veículo de deposição da alumina nos fornosDesenvolver sistema para realizar o encostamento de carga.";Automação e Robótica
Desenvolver, projetar e fabricar cinco unidades protótipo para testar nova tecnologia para controle de enurese por meio da manufatura do circuito eletrônico. Este sistema será constituído por um dispositivo eletrônico portátil, para uso do paciente, e um sistema de comunicação, utilizado para interagir com um dispositivo externo via interface wireless bluetooth, enviando comandos e configurações.Desenvolver protótipo para testar nova tecnologia para controle de enurese.;Prototipagem
"Desenvolver um conjunto com três desenhos para etiquetas RFID na faixa de UHF (Ultra High Frequency). Estas deverão possuir tamanho diferenciado, porém devem manter o desempenho similar; analisar a  sensibilidade com o objetivo de identificar os parâmetros que podem ser modificados a fim de adaptar as antenas para uso em um ambiente diferente do qual ela foi projetada para atuar.
A influência da posição da etiqueta de RFID na fita será avaliada a partir da análise dos parâmetros de irradiação da antena em diversas posiçõesDesenvolver conjunto de soluções para antenas RFID";Prototipagem
"Desenvolvier novo produto: bebida energética gaseificada a base de guaraná, taurina, limão e açaí, com variação de 4 sabores da bebida, com e sem gaseificação (guaraná, guaraná com açaí, guaraná com limão e guaraná com taurina); desenvolver o processo tecnológico mais viável para fabricar as bebidas e definir o grau de aceitação pela aplicação da análise sensorialDesenvolvimento do processo de manufatura para bebidas energéticas sem gaseificação e com base natural.";Manufatura
Esse projeto tem como objetivo alavancar a maturidade tecnológica do uso de SHM em prendedores utilizados para fixação de fuselagem, entre outras partes de uma aeronave, validando o uso da tecnologia em escala laboratorial. O escopo do projeto prevê 3 fases distintas que são: Estudos Iniciais, Desenvolvimento e Ambientais e o POD preliminar. A fase de Estudos Iniciais terá como objetivo avaliar a montagem do sistema e verificar o quanto o sensor suporta de tensão, os ensaios de Desenvolvimento e Ambientais pretende avaliar se a tecnologia pode suportar as intempéries ambientais que uma aeronave pode passar, entre elas, mudança repentina de temperatura, simulação de defeitos, ensaios de fadiga e a calibração do sistema, nos ensaios referentes ao POD será realizado ensaios com o objetivo de levantar a curva do POD, será definido a metodologia e a modelagem matemática para o cálculo do POD. A redução dos custos de manutenção, aumentar vida útil e a segurança das aeronaves da empresaDesenvolver a aplicação de sensores estruturais aeronáuticas.;Manufatura
"Pesquisar e desenvolver um equipamento eletroeletrônico para circulação extracorpórea – CEC, para uso em perfusão regional e desvio cardiopulmonar, em substituição às funções do coração do paciente durante a cirurgia cardíaca. O produto eletroeletrônico deverá contemplar os seguintes requisitos: atender aos requisitos legais para fabricação e comercialização do produto, de acordo com as normas da ANVISA e IMETRO, e classificação sanitária/riscos do equipamento; contemplar o projeto de recursos do hardware e os circuitos eletrônicos com bases em requisitos funcionais específicos: tecnologia pulsátil, unidades de bombeamento modulares com bombas peristálticas acopladas em base móvel; contemplar o projeto do case contemplando design e engenharia, buscando soluções referentes à higienização, usabilidade, segurança, funcionalidade e estética, capaz de acomodar os recursos de hardware e os circuitos eletrônicos para testes laboratoriais e o desenvolvimento do processo de manufatura.Pesquisar e desenvolver um equipamento eletroeletrônico para circulação extracorpórea.";Prototipagem
Pesquisar de desenvolver um sistema (V2EM) que consiga verificar, identificar e validar as condições atuais dos envasadores metálicos. O caráter inovador deste desenvolvimento baseia-se no uso da tecnologia de rádio identificação. O equipamento será projetado para ficar fixado através de uma camada adesiva a capa protetora de um celular do tipo Smartphone. A comunicação entre o Smartphone e o V2EM deverá ser realizada via protocolo Bluetooth, e a toda a comunicação será gerenciada pelo aplicativo que será desenvolvido. O equipamento deverá possuir um módulo RFID LF que trabalhe na frequência central de 125kHz e utilize o protocolo de comunicação das tags metálicas dos envasadores, EM4057 ou similarDesenvolver para validação de envasores metálicos;Sistemas de Comunicação
Desenvolver um sistema para realização de testes da performance em 100% dos liquidificadores produzidos pela Mondial em suas unidades fabris. A solução deverá realizar testes de tensão, corrente e emissão sonora e a impressão de etiquetas (contendo número serial e indicação de defeitos). Após o teste do liquidificador no sistema, os dados provenientes dos testes serão armazenados em formato digital. Ao final do projeto com a validação da solução, a partir do databook com os resultados, empresa irá manufaturar inicialmente 25 unidades do sistema para atender 100% da produção na unidade fabril localizada em Feira de SantanaDesenvolvimento de um sistema eletroeletrônico para testes de produtos eletrodomésticos.;Integração de Sistemas
Pesquisar e desenvolver o componente suporte do bloco do bloco do sistema ABS (Anti Block System) de forma a substituir componente atual, fabricado em material metálico, por dobramento e solda de chapas, por material polimérico, injetado, de fácil fabricação, sem necessidade de operações posteriores, como pintura de proteção à corrosão, com custo alvo de R$ 1,60 (um real e sessenta centavos) e, preferencialmente, com massa inferior a 305grDesenvolver componente de suporte do bloco do sistema ABS (Anti Block System).;Prototipagem
Pesquisar e desenvolver um protótipo para viabilizar a automatização do processo de troca de anéis do Forno Sodeberg, objetivando reduzir exposição dos operadores às condições insalubres e anti-ergonômicasDesenvolver protótipo de ferramenta de troca de anéis dos fornos.;Automação e Robótica
Pesquisa e desenvolvimento de rota(s) de processo para remoção de halogêneos do óxido Waelz, através de lixiviação sob pressão em autoclave pilotoDesenvolver rota de processo para remoção de halogêneos.;Manufatura
Desenvolver uma solução eletrômecanica para alinhamento do sensor, do fio, do laser e design do invóluco para medição da espessura do fio de sedaDesenvolver uma solução eletrômecânica para alinhamento do fio do fio de seda.;Prototipagem
Transformar a plataforma móvel teleoperada em um sistema robótico com capacidades estendidas de sensoriamento e processamento computacional embarcados, além de desenvolver um sistema de mapeamento por nuvem de pontos 3D coloridosDesenvolver dispositivo  para inspeção e monitoramento remoto de cavidades.;Automação e Robótica
"Pesquisar de desenvolver uma solução (protótipo) na forma de um tablete capaz de aferir a intensidade de grandezas que são regulamentadas por normas: velocidade de veículos automotores, concentração de álcool etílico em motoristas de veículos automotores; luminosidade e pressão sonoraDesenvolver equipamento capaz de aferir a intensidade de algumas ordens de grandezas que são regulamentadas por normas.";Prototipagem
Desenvolver um sistema para controle contínuo do fluxo de escoamento e distribuição de ferro gusa entre os alto-fornos e a aciaria por meio do tratamento de informações obtidas durante as etapas do processo.;Automação e Robótica
Pesquisar e desenvolver um modelo/sistema para predição de propriedades para a etapa do laminador de tiras a quente.;Inteligência Artificial
Pesquisar, desenvolver e simular nova rota experimental do processo de estampagem a quente em ambiente laboratorial para viabilizar a aplicação da tecnologia desenvolvida (revestimento metálico a base Zinco) atendendo requisitos relevantes da indústria automotiva.Desenvolver rota de estampagem a quente para peças automotivas.;Prototipagem
Pesquisar e desenvolver um protótipo que realize monitoramento para identificar desvios operacionais e descontinuidades metalúrgicas durante soldagem por costura a resistência elétrica (RSEW) de emendas de produtos planos laminados a frio.;Prototipagem
"Pesquisar e desenvolver um sistema inteligente para auxílio na manutenção preditiva em pontes rolantes críticas para o processo siderúrgico, que será composto por um módulo que fará leitura de dados de tensões elétricas, correntes elétricas, vibrações mecânicas, temperaturas e posições em uma ""ponte rolante piloto"" instrumentadaDesenvolvimento de sistema para manutenção preditiva em pontes rolantes.";Inteligência Artificial
Desenvolvimento de um sistema de direção assistida capaz de fornecer informações complementares aos operadores dos equipamentos de transporte.Desenvolver sistema de direção assistida capaz de fornecer informações complementares a operação.;Integração de Sistemas
Desenvolver um sistema capaz de coletar amostras ou analisar in situ ou à distância e realizar qualificação mineralDesenvolver um sistema capaz de coletar amostras à distância e realizar qualificação mineral.;Automação e Robótica
Desenvolvimento de uma planta piloto (sistema de bancada) para realizar o processo reacional de transformação de  metano em carbono (amorfo);Prototipagem
Pesquisar e desenvolver um novo cabeçote com escova para ser acoplado no dispositivo desenvolvido no Projeto LBA – Load Backboard AutomatedPesquisar e desenvolver um novo cabeçote com escova para ser acoplado no dispositivo desenvolvido no Projeto LBA – Load Backboard Automated;Prototipagem
Realizar um projeto de pesquisa e desenvolvimento do fluxo logístico para o abastecimento das linhas de montagem de SUVsPesquisa e Desenvolvimento para automação de abastecimento utilizando conceitos de manufatura avançada.;Automação e Robótica
Pesquisar e desenvolver um microinversor solar (equipamento que converte os sinais contínuos de corrente e tensão gerados por painéis fotovoltaicos, em sinais alternados). Ele deverá apresentar baixo custo de fabricação, dimensões reduzidas e atender às normas técnicas brasileiras para conexão deste na rede de distribuição de energia elétrica do paísDesenvolver sensor para monitoramento do fio de seda no processo de fiação.;Prototipagem
